1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245
[  1.   0.   0.   1.   1.   0. 256.  32. 256.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]",[  1.   0.   1.   0.   1.   0. 256.   8. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 2.560e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 6.400e+01
 3.200e+01 1.024e+03]","[1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]",[  1.   0.   0.   1.   0.   1. 128.   8. 256.],"[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 2.560e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 2.560e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.280e+02
 3.200e+01 1.024e+03]",[  1.   0.   0.   1.   0.   1.  64.   8. 256.],"[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]"
51194.8,141713.0,51657.4,50991.4,139375.8,50890.8,139947.8,140930.4,142506.8,51101.0,51120.2,51097.4,50845.4,51084.0,51824.0,50927.4,141220.2,51149.8,51149.8,51991.6,51122.0,51149.8,51149.8,51991.6,51122.0,51149.8,51823.2,51122.0,51691.8,51149.8,51122.0,51149.8,51021.4,51183.8,51115.0,137826.6,143768.0,51161.4,145460.2,50825.8,51233.4,141118.0,139006.0,144707.6,50735.4,51209.0,50858.0,51211.4,51086.6,51138.6,50915.8,51138.4,51120.2,50916.4,51523.4,51313.4,50975.6,138573.6,50775.6,51135.8,51171.2,51015.8,51243.6,51149.6,51064.4,50997.0,51120.2,51727.8,51189.0,50953.8,143100.6,139947.8,51727.8,51138.6,51890.6,51147.2,51657.4,141382.4,51028.0,139651.4,51177.6,141330.2,145578.6,145578.6,51194.8,50845.4,50841.6,51086.6,50858.0,51090.0,51122.0,51211.4,50915.8,51283.8,51196.0,51691.8,51026.8,51097.4,51615.0,51064.4,51007.2,50812.6,148651.0,51062.8,50879.2,51156.6,51156.6,144279.6,50875.6,143171.2,141540.2,137350.0,51409.4,137352.0,50744.2,141382.4,50953.8,137506.8,142716.4,143952.8,50953.8,51290.2,51128.8,143754.4,51283.8,51156.6,50818.4,142020.4,139244.6,141605.6,51283.8,51297.2,51853.4,139694.8,51002.2,147402.8,51380.6,51242.6,51087.0,139600.4,139600.4,51177.6,51027.6,51530.4,139522.4,140983.4,50766.0,145578.6,145543.2,50867.2,51658.0,51201.6,52071.6,141587.0,51031.4,50953.8,145460.2,143171.2,51223.8,140204.6,51303.6,51380.6,51279.0,138974.6,50841.6,141118.0,50938.8,139274.0,51028.0,144707.6,50920.0,51243.6,50857.6,141608.6,141475.8,140894.0,139799.8,50908.2,142326.2,142199.6,50779.8,141587.0,138767.6,136350.2,51598.0,139694.8,51177.6,144280.8,52106.6,137271.8,141540.2,139651.4,141371.0,51555.4,51228.0,50853.0,139694.8,141292.6,51905.8,143952.8,142005.8,139574.0,141382.4,51353.0,139600.4,51015.8,51321.2,51100.0,51028.0,51397.6,50855.8,51283.8,141318.6,141475.0,51249.2,140520.8,51235.6,51050.0,138750.6,51031.4,51135.4,51138.6,51201.6,142956.8,51248.6,51303.6,51128.0,51451.2,50953.8,51039.0,51128.0,51303.6,51004.8,51741.8,51269.4,51516.6,50867.2,51242.6,50953.8,51269.4,50953.8,51516.6,50858.0,51269.4,51031.4
172
