1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
[  1.   1.   0.   1.   1.   0. 128.  32. 256.],"[1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 2.560e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   0. 128.   8. 256.],"[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 2.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   1. 256.   2. 256.],[  1.   0.   0.   0.   0.   0. 256.   2. 256.],[  1.   0.   0.   1.   0.   0.  64.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 2.560e+02
 8.000e+00 4.096e+03]",[  1.   0.   1.   1.   1.   0. 256.   2. 256.],[  1.   0.   0.   0.   0.   1. 256.   2. 256.],[  1.   0.   1.   1.   0.   1. 128.   2. 256.],[  1.   0.   1.   1.   0.   1. 128.   8. 256.],[  1.   0.   1.   1.   1.   1. 128.   8. 256.],"[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 2.000e+00 4.096e+03]",[  1.   0.   1.   0.   0.   1. 256.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 8.000e+00 1.024e+03]",[  1.   0.   1.   1.   0.   0.  64.   8. 256.],"[1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 2.560e+02
 2.000e+00 1.024e+03]",[  1.   0.   1.   0.   0.   1.  64.   8. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 2.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   1. 256.   8. 256.],"[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 8.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   0. 128.  32. 256.],[  1.   0.   0.   1.   0.   0.  64.  32. 256.],[  1.   0.   0.   1.   0.   1. 128.  32. 256.],[  1.   0.   0.   0.   0.   0. 128.  32. 256.],[  1.   0.   0.   1.   1.   0. 128.  32. 256.],[  1.   0.   1.   1.   0.   1. 128.  32. 256.],"[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 3.200e+01 4.096e+03]",[  1.   0.   1.   1.   1.   1.  64.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]",[  1.   0.   0.   1.   1.   0.  64.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 6.400e+01
 2.000e+00 4.096e+03]",[  1.   0.   0.   1.   0.   1.  64.  32. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 2.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   1. 256.  32. 256.],"[1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 2.560e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 2.560e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 2.000e+00 1.024e+03]",[  1.   0.   0.   1.   0.   1. 128.   2. 256.],[  1.   0.   0.   1.   0.   0.  64.   8. 256.],[  1.   0.   0.   1.   1.   1. 256.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.400e+01
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 4.096e+03]",[  1.   0.   1.   1.   1.   0. 128.  32. 256.],"[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 3.200e+01 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]",[  1.   0.   1.   1.   1.   1. 128.  32. 256.],"[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00 1.280e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 2.560e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.280e+02
 2.000e+00 4.096e+03]",[  1.   0.   0.   0.   0.   1.  64.   8. 256.],"[1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 6.400e+01
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 6.400e+01
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 2.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.280e+02
 2.000e+00 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.280e+02
 2.000e+00 4.096e+03]",[  1.   0.   0.   0.   0.   1.  64.   2. 256.],"[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 6.400e+01
 8.000e+00 1.024e+03]","[1.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 2.560e+02
 3.200e+01 4.096e+03]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.560e+02
 8.000e+00 4.096e+03]"
146821.2,139610.4,51254.2,137271.8,50975.2,50971.2,139628.2,140566.2,51002.2,51321.2,51248.8,51513.2,51117.4,50770.6,50892.4,51086.6,50862.4,50978.0,137516.6,51168.8,144707.6,50968.2,51041.2,51487.2,50800.4,51889.8,50753.4,51414.8,50971.6,51064.0,50911.0,139059.6,50739.2,51521.0,50861.0,51307.2,51024.8,51152.8,51014.2,51168.0,50827.4,51627.8,140262.6,51003.6,50840.8,50863.4,51539.2,51125.4,50861.0,50826.2,50830.2,51121.0,51324.4,51991.6,50991.2,51085.6,51377.0,50942.8,51853.4,51451.2,51216.4,50916.4,51615.0,50766.0,50997.0,51115.8,51890.6,51391.0,51115.0,50945.4,50908.2,50953.8,51120.2,51084.0,50855.8,51269.4,51039.2,50939.8,51149.8,50995.4,51283.8,51223.4,51488.8,51409.4,51108.6,51103.4,51494.2,50707.6,51073.2,51721.8,50846.8,50890.8,50763.8,50860.8,50967.4,51021.4,50958.4,51305.4,50909.0,51056.4,50927.4,50999.8,51487.0,51056.2,50955.6,51003.0,51256.4,51021.6,51147.2,51102.8,50973.4,50890.8,51196.4,51809.8,51317.0,51297.2,51171.2,51069.4,50920.8,50920.0,51150.4,51530.4,50922.6,51657.4,51886.0,51096.4,51712.2,51196.0,51989.0,50855.0,51183.8,51138.4,50993.2,51885.6,51026.8,50750.2,51190.4,50874.6,51046.6,52108.6,51279.0,51887.8,51221.6,51429.8,51384.6,50987.8,51245.2,51018.0,51392.6,51233.4,51142.6,51009.2,50937.2,50797.6,51050.8,50879.0,51930.8,51073.8,51251.2,50963.4,51144.4,51272.8,51097.4,50844.8,51304.2,51015.6,51243.0,51223.8,52075.8,52106.6,51156.6,51087.0,51085.8,51141.8,51186.4,51187.4,50918.0,51256.6,51242.6,51400.8,51105.8,51150.8,51264.2,51187.2,51152.2,50824.0,51330.2,51102.4,50860.4,51511.4,51750.2,50852.2,51034.6,50786.0,50735.4,50897.2,51215.0,50809.8,51353.0,51161.4
200
